event,signal,t_ms,mean_z
hot_to_cold,heat_score,-714.6198400000001,0.9592411772850903
hot_to_cold,heat_score,-571.695872,0.9590943708075278
hot_to_cold,heat_score,-428.771904,0.9593533318648921
hot_to_cold,heat_score,-285.847936,0.9597304806449732
hot_to_cold,heat_score,-142.923968,0.950623606112996
hot_to_cold,heat_score,0.0,0.9120486958478059
hot_to_cold,heat_score,142.923968,0.877624974647044
hot_to_cold,heat_score,285.847936,0.8425174199014313
hot_to_cold,heat_score,428.771904,0.80641594353481
hot_to_cold,heat_score,571.695872,0.7695012304426414
hot_to_cold,heat_score,714.6198400000001,0.7328802076535839
hot_to_cold,access_rate,-714.6198400000001,0.18042733072099637
hot_to_cold,access_rate,-571.695872,0.18042874871023404
hot_to_cold,access_rate,-428.771904,0.18042854928188168
hot_to_cold,access_rate,-285.847936,0.18044870383600223
hot_to_cold,access_rate,-142.923968,0.18009879764701522
hot_to_cold,access_rate,0.0,0.17864656993956693
hot_to_cold,access_rate,142.923968,0.1773547253400177
hot_to_cold,access_rate,285.847936,0.176039736470342
hot_to_cold,access_rate,428.771904,0.17468946285781004
hot_to_cold,access_rate,571.695872,0.17331124522219524
hot_to_cold,access_rate,714.6198400000001,0.1719461386081057
hot_to_cold,interval_access_rate,-714.6198400000001,1.5559287227917948
hot_to_cold,interval_access_rate,-571.695872,1.5445637272168697
hot_to_cold,interval_access_rate,-428.771904,1.543983824144228
hot_to_cold,interval_access_rate,-285.847936,1.571701962376446
hot_to_cold,interval_access_rate,-142.923968,0.997754111796917
hot_to_cold,interval_access_rate,0.0,-0.6332852380328813
hot_to_cold,interval_access_rate,142.923968,-0.6332852380328813
hot_to_cold,interval_access_rate,285.847936,-0.6332852380328813
hot_to_cold,interval_access_rate,428.771904,-0.6332852380328813
hot_to_cold,interval_access_rate,571.695872,-0.6332852380328813
hot_to_cold,interval_access_rate,714.6198400000001,-0.6332852380328813
hot_to_cold,swing_index,-714.6198400000001,0.07288879292246715
hot_to_cold,swing_index,-571.695872,-0.020869103008573156
hot_to_cold,swing_index,-428.771904,-0.0008281167397300194
hot_to_cold,swing_index,-285.847936,0.0646793996442914
hot_to_cold,swing_index,-142.923968,-1.1446476372861147
hot_to_cold,swing_index,0.0,-3.2424971303810377
hot_to_cold,swing_index,142.923968,0.00115912485753908
hot_to_cold,swing_index,285.847936,0.00115912485753908
hot_to_cold,swing_index,428.771904,0.00115912485753908
hot_to_cold,swing_index,571.695872,0.00115912485753908
hot_to_cold,swing_index,714.6198400000001,0.00115912485753908
hot_to_cold,accum_swing_index,-714.6198400000001,-0.014109012184515634
hot_to_cold,accum_swing_index,-571.695872,-0.022957532590498028
hot_to_cold,accum_swing_index,-428.771904,-0.023756054968916748
hot_to_cold,accum_swing_index,-285.847936,0.0017602066214931998
hot_to_cold,accum_swing_index,-142.923968,-0.45850926004806114
hot_to_cold,accum_swing_index,0.0,-1.7614833839877955
hot_to_cold,accum_swing_index,142.923968,-1.7614833839877955
hot_to_cold,accum_swing_index,285.847936,-1.7614833839877955
hot_to_cold,accum_swing_index,428.771904,-1.7614833839877955
hot_to_cold,accum_swing_index,571.695872,-1.7614833839877955
hot_to_cold,accum_swing_index,714.6198400000001,-1.7614833839877955
hot_to_cold,aroon_up,-714.6198400000001,1.1651562116137526
hot_to_cold,aroon_up,-571.695872,1.173974229542965
hot_to_cold,aroon_up,-428.771904,1.2533363909058817
hot_to_cold,aroon_up,-285.847936,1.194549604711128
hot_to_cold,aroon_up,-142.923968,1.1989586136757353
hot_to_cold,aroon_up,0.0,1.1137177736933428
hot_to_cold,aroon_up,142.923968,1.11812678265795
hot_to_cold,aroon_up,285.847936,1.029946603365821
hot_to_cold,aroon_up,428.771904,0.9109033613214462
hot_to_cold,aroon_up,571.695872,0.8668132716753817
hot_to_cold,aroon_up,714.6198400000001,0.7962691282416782
hot_to_cold,aroon_down,-714.6198400000001,1.1681476860867048
hot_to_cold,aroon_down,-571.695872,1.1225146865134406
hot_to_cold,aroon_down,-428.771904,1.121088655276776
hot_to_cold,aroon_down,-285.847936,1.1068283429101304
hot_to_cold,aroon_down,-142.923968,1.7086135247825573
hot_to_cold,aroon_down,0.0,2.877959138847466
hot_to_cold,aroon_down,142.923968,2.7410601401276704
hot_to_cold,aroon_down,285.847936,2.604161141407872
hot_to_cold,aroon_down,428.771904,2.4672621426880768
hot_to_cold,aroon_down,571.695872,2.330363143968291
hot_to_cold,aroon_down,714.6198400000001,2.193464145248496
hot_to_cold,aroon_oscillator,-714.6198400000001,-0.04235646208477963
hot_to_cold,aroon_oscillator,-571.695872,0.018707113453736945
hot_to_cold,aroon_oscillator,-428.771904,0.10708860436474764
hot_to_cold,aroon_oscillator,-285.847936,0.05888051841328721
hot_to_cold,aroon_oscillator,-142.923968,-0.6144257487087769
hot_to_cold,aroon_oscillator,0.0,-2.0253157308881855
hot_to_cold,aroon_oscillator,142.923968,-1.866229047248366
hot_to_cold,aroon_oscillator,285.847936,-1.8083793441066138
hot_to_cold,aroon_oscillator,428.771904,-1.784275301130883
hot_to_cold,aroon_oscillator,571.695872,-1.6782175120376703
hot_to_cold,aroon_oscillator,714.6198400000001,-1.6010845745153335
hot_to_cold,avg_directional_index,-714.6198400000001,1.0550322616576688
hot_to_cold,avg_directional_index,-571.695872,1.0626853052567908
hot_to_cold,avg_directional_index,-428.771904,1.0726254976333987
hot_to_cold,avg_directional_index,-285.847936,1.0773691292078735
hot_to_cold,avg_directional_index,-142.923968,1.1575062050152685
hot_to_cold,avg_directional_index,0.0,1.529504546948451
hot_to_cold,avg_directional_index,142.923968,1.9279027772079405
hot_to_cold,avg_directional_index,285.847936,2.3565050145232926
hot_to_cold,avg_directional_index,428.771904,2.809095065231171
hot_to_cold,avg_directional_index,571.695872,3.312824720003473
hot_to_cold,avg_directional_index,714.6198400000001,3.8554250841399598
hot_to_cold,plus_directional_indicator,-714.6198400000001,1.5882775354990593
hot_to_cold,plus_directional_indicator,-571.695872,1.5583610999188238
hot_to_cold,plus_directional_indicator,-428.771904,1.587160815059571
hot_to_cold,plus_directional_indicator,-285.847936,1.6236432320113472
hot_to_cold,plus_directional_indicator,-142.923968,1.3895744566097405
hot_to_cold,plus_directional_indicator,0.0,0.8833402664073091
hot_to_cold,plus_directional_indicator,142.923968,0.8339316762584074
hot_to_cold,plus_directional_indicator,285.847936,0.7930771332294988
hot_to_cold,plus_directional_indicator,428.771904,0.728342308839533
hot_to_cold,plus_directional_indicator,571.695872,0.7006082598329412
hot_to_cold,plus_directional_indicator,714.6198400000001,0.6244711685172789
hot_to_cold,minus_directional_indicator,-714.6198400000001,1.4678907742209244
hot_to_cold,minus_directional_indicator,-571.695872,1.4962048123141083
hot_to_cold,minus_directional_indicator,-428.771904,1.4689476803813626
hot_to_cold,minus_directional_indicator,-285.847936,1.4344193509440684
hot_to_cold,minus_directional_indicator,-142.923968,1.6559508300325823
hot_to_cold,minus_directional_indicator,0.0,2.1350698783904996
hot_to_cold,minus_directional_indicator,142.923968,2.1818320235616553
hot_to_cold,minus_directional_indicator,285.847936,2.220498297305989
hot_to_cold,minus_directional_indicator,428.771904,2.281765766113132
hot_to_cold,minus_directional_indicator,571.695872,2.3080143115972613
hot_to_cold,minus_directional_indicator,714.6198400000001,2.3800733140153176
hot_to_cold,gopalakrishnan_range_index,-714.6198400000001,1.3389514402362837
hot_to_cold,gopalakrishnan_range_index,-571.695872,1.3353947627639646
hot_to_cold,gopalakrishnan_range_index,-428.771904,1.3357788387940106
hot_to_cold,gopalakrishnan_range_index,-285.847936,1.3364809327421374
hot_to_cold,gopalakrishnan_range_index,-142.923968,1.3642808961225814
hot_to_cold,gopalakrishnan_range_index,0.0,1.4721469153415174
hot_to_cold,gopalakrishnan_range_index,142.923968,1.471560834922947
hot_to_cold,gopalakrishnan_range_index,285.847936,1.470987480163103
hot_to_cold,gopalakrishnan_range_index,428.771904,1.4703451432726216
hot_to_cold,gopalakrishnan_range_index,571.695872,1.4696904513736675
hot_to_cold,gopalakrishnan_range_index,714.6198400000001,1.468874979631126
hot_to_cold,ichimoku_tenkan,-714.6198400000001,1.545537971957294
hot_to_cold,ichimoku_tenkan,-571.695872,1.5357313110988402
hot_to_cold,ichimoku_tenkan,-428.771904,1.5388599663462637
hot_to_cold,ichimoku_tenkan,-285.847936,1.538539597700481
hot_to_cold,ichimoku_tenkan,-142.923968,1.384053411932676
hot_to_cold,ichimoku_tenkan,0.0,0.6889220630277536
hot_to_cold,ichimoku_tenkan,142.923968,0.679103039395832
hot_to_cold,ichimoku_tenkan,285.847936,0.6602800806112795
hot_to_cold,ichimoku_tenkan,428.771904,0.6431333695816729
hot_to_cold,ichimoku_tenkan,571.695872,0.6099415826820239
hot_to_cold,ichimoku_tenkan,714.6198400000001,0.5744028628191831
hot_to_cold,ichimoku_kijun,-714.6198400000001,1.5395687118962347
hot_to_cold,ichimoku_kijun,-571.695872,1.5384348787757902
hot_to_cold,ichimoku_kijun,-428.771904,1.5384041275613756
hot_to_cold,ichimoku_kijun,-285.847936,1.5433113044824882
hot_to_cold,ichimoku_kijun,-142.923968,1.4085275620246558
hot_to_cold,ichimoku_kijun,0.0,0.7629224738674689
hot_to_cold,ichimoku_kijun,142.923968,0.7554131593678232
hot_to_cold,ichimoku_kijun,285.847936,0.7528677323110883
hot_to_cold,ichimoku_kijun,428.771904,0.7499172570497618
hot_to_cold,ichimoku_kijun,571.695872,0.7476513075944623
hot_to_cold,ichimoku_kijun,714.6198400000001,0.7439223360982749
hot_to_cold,ichimoku_senkou_a,-714.6198400000001,1.5459014372858153
hot_to_cold,ichimoku_senkou_a,-571.695872,1.540433785367168
hot_to_cold,ichimoku_senkou_a,-428.771904,1.5419809047485338
hot_to_cold,ichimoku_senkou_a,-285.847936,1.544288115763192
hot_to_cold,ichimoku_senkou_a,-142.923968,1.3993699592700242
hot_to_cold,ichimoku_senkou_a,0.0,0.7276241919383145
hot_to_cold,ichimoku_senkou_a,142.923968,0.7189449584357831
hot_to_cold,ichimoku_senkou_a,285.847936,0.7082643905741165
hot_to_cold,ichimoku_senkou_a,428.771904,0.6982173335753671
hot_to_cold,ichimoku_senkou_a,571.695872,0.6805009576874254
hot_to_cold,ichimoku_senkou_a,714.6198400000001,0.6608768788928553
hot_to_cold,ichimoku_senkou_b,-714.6198400000001,1.5341214636992886
hot_to_cold,ichimoku_senkou_b,-571.695872,1.5342282663451732
hot_to_cold,ichimoku_senkou_b,-428.771904,1.5353404028598765
hot_to_cold,ichimoku_senkou_b,-285.847936,1.5371215106046903
hot_to_cold,ichimoku_senkou_b,-142.923968,1.4257488376904073
hot_to_cold,ichimoku_senkou_b,0.0,0.8208396365243967
hot_to_cold,ichimoku_senkou_b,142.923968,0.820109718336257
hot_to_cold,ichimoku_senkou_b,285.847936,0.817226309680684
hot_to_cold,ichimoku_senkou_b,428.771904,0.817226309680684
hot_to_cold,ichimoku_senkou_b,571.695872,0.8104259843756796
hot_to_cold,ichimoku_senkou_b,714.6198400000001,0.8102136554599948
hot_to_cold,ichimoku_chikou,-714.6198400000001,1.5559287227917948
hot_to_cold,ichimoku_chikou,-571.695872,1.5445637272168697
hot_to_cold,ichimoku_chikou,-428.771904,1.543983824144228
hot_to_cold,ichimoku_chikou,-285.847936,1.571701962376446
hot_to_cold,ichimoku_chikou,-142.923968,0.997754111796917
hot_to_cold,ichimoku_chikou,0.0,-0.6332852380328813
hot_to_cold,ichimoku_chikou,142.923968,-0.6332852380328813
hot_to_cold,ichimoku_chikou,285.847936,-0.6332852380328813
hot_to_cold,ichimoku_chikou,428.771904,-0.6332852380328813
hot_to_cold,ichimoku_chikou,571.695872,-0.6332852380328813
hot_to_cold,ichimoku_chikou,714.6198400000001,-0.6332852380328813
hot_to_cold,linear_reg_slope,-714.6198400000001,0.06510173479099404
hot_to_cold,linear_reg_slope,-571.695872,0.056954298908546884
hot_to_cold,linear_reg_slope,-428.771904,0.054574446759643715
hot_to_cold,linear_reg_slope,-285.847936,0.06343330041697166
hot_to_cold,linear_reg_slope,-142.923968,-0.11745076821069957
hot_to_cold,linear_reg_slope,0.0,-0.7944597350121408
hot_to_cold,linear_reg_slope,142.923968,-1.4204248829346329
hot_to_cold,linear_reg_slope,285.847936,-1.9824509417610974
hot_to_cold,linear_reg_slope,428.771904,-2.4881952071793054
hot_to_cold,linear_reg_slope,571.695872,-2.936321555762229
hot_to_cold,linear_reg_slope,714.6198400000001,-3.3216477054202067
hot_to_cold,linear_reg_intercept,-714.6198400000001,1.4642495095359187
hot_to_cold,linear_reg_intercept,-571.695872,1.468338468679698
hot_to_cold,linear_reg_intercept,-428.771904,1.4696498704336038
hot_to_cold,linear_reg_intercept,-285.847936,1.4678873267874708
hot_to_cold,linear_reg_intercept,-142.923968,1.509226209658542
hot_to_cold,linear_reg_intercept,0.0,1.6552266807001044
hot_to_cold,linear_reg_intercept,142.923968,1.7845219485166217
hot_to_cold,linear_reg_intercept,285.847936,1.8911581614336097
hot_to_cold,linear_reg_intercept,428.771904,1.9786926417382542
hot_to_cold,linear_reg_intercept,571.695872,2.0465010445805265
hot_to_cold,linear_reg_intercept,714.6198400000001,2.0922138572738134
hot_to_cold,parabolic_sar,-714.6198400000001,1.4591699880145172
hot_to_cold,parabolic_sar,-571.695872,1.459556319283723
hot_to_cold,parabolic_sar,-428.771904,1.4573713251493883
hot_to_cold,parabolic_sar,-285.847936,1.4508444579261106
hot_to_cold,parabolic_sar,-142.923968,1.629513076757828
hot_to_cold,parabolic_sar,0.0,1.887024383679177
hot_to_cold,parabolic_sar,142.923968,1.7832814964112593
hot_to_cold,parabolic_sar,285.847936,1.684625401625488
hot_to_cold,parabolic_sar,428.771904,1.5907660364122147
hot_to_cold,parabolic_sar,571.695872,1.5014281838105052
hot_to_cold,parabolic_sar,714.6198400000001,1.4163624035364857
hot_to_cold,parabolic_sar_direction,-714.6198400000001,-0.8626349581370311
hot_to_cold,parabolic_sar_direction,-571.695872,-0.8892633330652812
hot_to_cold,parabolic_sar_direction,-428.771904,-0.8892633330652809
hot_to_cold,parabolic_sar_direction,-285.847936,-0.8626349581370304
hot_to_cold,parabolic_sar_direction,-142.923968,-1.3419457068455396
hot_to_cold,parabolic_sar_direction,0.0,-2.0609118299083016
hot_to_cold,parabolic_sar_direction,142.923968,-2.0609118299083016
hot_to_cold,parabolic_sar_direction,285.847936,-2.0609118299083016
hot_to_cold,parabolic_sar_direction,428.771904,-2.0609118299083016
hot_to_cold,parabolic_sar_direction,571.695872,-2.0609118299083016
hot_to_cold,parabolic_sar_direction,714.6198400000001,-2.0609118299083016
hot_to_cold,random_walk_index_high,-714.6198400000001,1.1505787546062518
hot_to_cold,random_walk_index_high,-571.695872,1.103070044935011
hot_to_cold,random_walk_index_high,-428.771904,1.1650450841845388
hot_to_cold,random_walk_index_high,-285.847936,1.2967807726706269
hot_to_cold,random_walk_index_high,-142.923968,0.4576870146241736
hot_to_cold,random_walk_index_high,0.0,-0.4893949242545195
hot_to_cold,random_walk_index_high,142.923968,-0.4893949242545195
hot_to_cold,random_walk_index_high,285.847936,-0.4893949242545195
hot_to_cold,random_walk_index_high,428.771904,-0.4893949242545195
hot_to_cold,random_walk_index_high,571.695872,-0.4893949242545195
